taxsuborder,pct,predicted_suborder
Xeralfs,425,Xeralfs
Xeralfs,425,Xeralfs
Xeralfs,425,Xeralfs
Xeralfs,425,Xeralfs
Xeralfs,425,Xeralfs
Orthents,45,Xeralfs
Xeralfs,80,Ochrepts
Xeralfs,85,Xeralfs
Xeralfs,80,Xeralfs
Ochrepts,40,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,45,Xeralfs
Xeralfs,80,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xerults,85,Xeralfs
Xerolls,90,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,160,Xeralfs
Ochrepts,160,Xeralfs
Xerolls,270,Xeralfs
Xerolls,270,Xeralfs
Xerolls,270,Xeralfs
Aquolls,75,Xerolls
Xeralfs,80,Orthents
Xeralfs,85,Xeralfs
Aquerts,255,Aquolls
Aquerts,255,Xerolls
Aquerts,255,Xeralfs
Saprists,95,Saprists
Xeralfs,50,Ochrepts
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,75,Xeralfs
Orthents,450,Xerults
Orthents,450,Xerults
Orthents,450,Xeralfs
Orthents,450,Xeralfs
Orthents,450,Xerolls
Orthents,90,Fluvents
Xerolls,90,Ochrepts
Xeralfs,85,Xeralfs
Aquolls,85,Xererts
Xeralfs,50,Xeralfs
Fluvents,85,Xeralfs
Xeralfs,85,Ochrepts
Orthents,45,Xeralfs
Xeralfs,65,Xeralfs
Xeralfs,50,Xeralfs
Xerolls,165,Xeralfs
Xerolls,165,Xeralfs
Xerolls,165,Xeralfs
Fluvents,85,Xeralfs
Xerolls,90,Ochrepts
Orthents,45,Xeralfs
Orthents,425,Ochrepts
Orthents,425,Xeralfs
Orthents,425,Xeralfs
Orthents,425,Ochrepts
Orthents,425,Xeralfs
Fluvents,85,Xeralfs
Aquerts,85,Xeralfs
Xeralfs,45,Xeralfs
Fluvents,55,Aquolls
Xeralfs,85,Xeralfs
Aquerts,85,Xeralfs
Saprists,95,Saprists
Ochrepts,45,Xeralfs
Xeralfs,85,Orthents
Orthents,45,Xeralfs
Xeralfs,50,Ochrepts
Xerolls,85,Xeralfs
Orthents,90,Xerolls
Aquolls,60,Aquolls
Xeralfs,85,Xeralfs
Aquerts,85,Xeralfs
Xeralfs,85,Xeralfs
Aquerts,85,Xeralfs
Saprists,95,Saprists
Fluvents,90,Xerolls
Xeralfs,45,Xeralfs
Xeralfs,50,Xeralfs
Fluvents,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Aquolls,75,Aquolls
Orthents,90,Xeralfs
Xerolls,85,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,170,Xeralfs
Xeralfs,170,Xeralfs
Xeralfs,40,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,50,Xerolls
Xeralfs,195,Xeralfs
Xeralfs,195,Xeralfs
Xeralfs,195,Xeralfs
Xeralfs,75,Ochrepts
Xeralfs,85,Ochrepts
Xeralfs,80,Xeralfs
Fluvents,85,Aquolls
Xeralfs,85,Orthents
Orthents,85,Xeralfs
Xeralfs,45,Xeralfs
Xeralfs,50,Xeralfs
Xeralfs,85,Xerolls
Aquolls,85,Aquolls
Xererts,170,Xererts
Xererts,170,Aquepts
Aquolls,170,Saprists
Aquolls,170,Aquolls
Aquolls,85,Aquents
Xeralfs,85,Xeralfs
Fluvents,85,Xeralfs
Xeralfs,85,Xerolls
Aquolls,170,Aquolls
Aquolls,170,Aquolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xererts
Xeralfs,85,Xeralfs
Xererts,85,Aquolls
Xeralfs,85,Xerolls
Saprists,85,Saprists
Saprists,85,Aquents
Saprists,85,Saprists
Aquolls,85,Aquolls
Xeralfs,85,Orthents
Orthents,85,Xerolls
Aquents,170,Aquolls
Aquents,170,Saprists
Xerolls,85,Xerolls
Xererts,85,Xerolls
Xerolls,85,Xerolls
Xeralfs,85,Xeralfs
Aquents,85,Saprists
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Fluvents,85,Xerolls
Aquolls,170,Xeralfs
Aquolls,170,Aquents
Xerolls,85,Aquolls
Aquolls,85,Aquents
Xeralfs,85,Xeralfs
Ochrepts,85,Aquolls
Fluvents,85,Aquolls
Xeralfs,85,Xeralfs
Psamments,85,Xerolls
Fluvents,85,Fluvents
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Fluvents,85,Xerolls
Xererts,85,Xerolls
Xeralfs,65,Xeralfs
Xererts,170,Xerolls
Xererts,170,Saprists
Xeralfs,85,Xeralfs
Saprists,85,Saprists
Xererts,85,Xerolls
Xererts,50,Xerolls
Xerolls,85,Xerolls
Aquents,85,Saprists
Xererts,85,Xeralfs
Xerolls,85,Arents
Xeralfs,85,Xeralfs
Xerolls,85,Arents
Xeralfs,85,Xeralfs
Xerolls,425,Xeralfs
Xerolls,425,Xerepts
Xerolls,425,Xerolls
Xerolls,425,Xerolls
Xerolls,425,Xerolls
Xerolls,85,Xerolls
Xererts,85,Xerolls
Xeralfs,170,Xeralfs
Xeralfs,170,Arents
Aquolls,85,Aquolls
Xerolls,170,Xeralfs
Xerolls,170,Xeralfs
Xeralfs,85,Orthents
Saprists,85,Saprists
Xerolls,85,Xeralfs
Xerolls,85,Xerolls
Psamments,85,Aquolls
Xerolls,85,Aquents
Xerolls,85,Aquents
Xerolls,85,Xerolls
Xerolls,85,Xeralfs
Xeralfs,85,Xeralfs
Xererts,85,Xerolls
Xererts,85,Xerolls
Saprists,85,Saprists
Aquents,85,Saprists
Xererts,595,Xerolls
Xererts,595,Aquolls
Xererts,595,Aquerts
Xererts,595,Xerolls
Xererts,595,Aquolls
Xererts,595,Xerolls
Xererts,595,Aquolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Saprists,85,Saprists
Xeralfs,255,Xerolls
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Xerolls,85,Xerolls
Saprists,85,Saprists
Saprists,85,Saprists
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,170,Xerolls
Xeralfs,170,Xeralfs
Saprists,85,Saprists
Xerolls,85,Arents
Xeralfs,85,Orthents
Xeralfs,85,Xererts
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Psamments,85,Xerolls
Saprists,170,Saprists
Saprists,170,Saprists
Xeralfs,85,Xeralfs
Aquolls,340,Aquolls
Aquolls,340,Aquolls
Aquolls,340,Aquolls
Aquolls,340,Aquolls
Saprists,85,Saprists
Xeralfs,85,Xerolls
Xeralfs,85,Xerolls
Xerolls,255,Xerolls
Xerolls,255,Xeralfs
Xerolls,255,Xerolls
Saprists,85,Saprists
Saprists,85,Saprists
Xeralfs,85,Xerolls
Aquents,85,Saprists
Xerolls,85,Xerolls
Xererts,85,Xerolls
Xerolls,85,Aquolls
Xererts,85,Xerolls
Xerolls,170,Xerolls
Xerolls,170,Xerolls
Xererts,85,Xeralfs
Xerolls,170,Xerolls
Xerolls,170,Aquolls
Xerolls,85,Xeralfs
Xerolls,255,Xerolls
Xerolls,255,Xerolls
Xerolls,255,Xerolls
Xererts,85,Xeralfs
Xerolls,85,Xeralfs
Xererts,150,Xerolls
Xererts,150,Xeralfs
Xererts,150,Xerolls
Saprists,85,Saprists
Aquolls,85,Aquolls
Saprists,85,Saprists
Xeralfs,85,Xeralfs
Saprists,85,Saprists
Xererts,340,Xeralfs
Xererts,340,Aquerts
Xererts,340,Xerolls
Xererts,340,Xerolls
Xererts,85,Xerolls
Xeralfs,85,Xeralfs
Aquolls,85,Xerolls
Aquolls,85,Aquents
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Xererts,425,Xeralfs
Xererts,425,Xerolls
Xererts,425,Xerolls
Xererts,425,Xerolls
Xererts,425,Xerolls
Xeralfs,85,Xeralfs
Aquolls,170,Saprists
Aquolls,170,Aquepts
Xeralfs,85,Xeralfs
Xeralfs,85,Ochrepts
Xerolls,85,Xerolls
Xererts,85,Xerolls
Xerolls,85,Fluvents
Aquolls,50,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Aquents,85,Xerolls
Xerolls,170,Aquolls
Xerolls,170,Xerolls
Xererts,85,Aquolls
Xeralfs,85,Xererts
Saprists,85,Saprists
Aquolls,255,Xerolls
Aquolls,255,Aquolls
Aquolls,255,Aquolls
Xererts,255,Aquents
Xererts,255,Xerolls
Xererts,255,Saprists
Aquolls,85,Aquolls
Xererts,85,Xerolls
Aquolls,85,Saprists
Xeralfs,85,Xerolls
Xeralfs,85,Xerolls
Xerolls,85,Xerolls
Orthents,85,Aquolls
Psamments,85,Xerolls
Xeralfs,85,Xerolls
Xeralfs,170,Arents
Xeralfs,170,Xeralfs
Xerolls,340,Arents
Xerolls,340,Arents
Xerolls,340,Ochrepts
Xerolls,340,Aquolls
Xeralfs,85,Xeralfs
Xerolls,85,Xerolls
Xerolls,85,Xerolls
Fluvents,85,Xeralfs
Saprists,85,Aquolls
Ochrepts,60,Xeralfs
Xererts,50,Xerolls
Xerolls,85,Xeralfs
Xerolls,85,Xerolls
Xerolls,85,Aquents
Psamments,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Xererts,150,Aquolls
Xererts,150,Xeralfs
Xererts,150,Xerolls
Aquolls,85,Aquents
Xerolls,85,Xererts
Psamments,85,Xerolls
Saprists,85,Saprists
Xeralfs,85,Xeralfs
Psamments,85,Xerolls
Xerolls,85,Xeralfs
Xeralfs,85,Xeralfs
Xererts,85,Xerolls
Xerolls,85,Arents
Aquolls,85,Xeralfs
Xerolls,85,Xeralfs
Xerolls,85,Xerepts
Xererts,85,Xerolls
Ochrepts,85,Xerolls
Aquolls,85,Xeralfs
Xerolls,85,Xerolls
Aquolls,85,Aquolls
Xererts,85,Xerolls
Xerolls,170,Xerolls
Xerolls,170,Xerolls
Xerolls,50,Xeralfs
Xerolls,255,Ochrepts
Xerolls,255,Ochrepts
Xerolls,255,Aquolls
Xerolls,85,Xeralfs
Xeralfs,85,Xerolls
Saprists,50,Saprists
Xererts,425,Aquolls
Xererts,425,Aquerts
Xererts,425,Aquents
Xererts,425,Xeralfs
Xererts,425,Xeralfs
Aquolls,85,Xeralfs
Ochrepts,85,Xerolls
Aquolls,85,Xeralfs
Xererts,85,Xeralfs
Saprists,50,Aquents
Xerolls,85,Xeralfs
Xerolls,55,Xerolls
Xerolls,85,Saprists
Xerolls,170,Xerolls
Xerolls,170,Saprists
Xerolls,85,Xerolls
Aquolls,85,Aquolls
Saprists,85,Saprists
Xeralfs,65,Xeralfs
Xerolls,85,Xeralfs
Aquolls,85,Aquolls
Saprists,50,Saprists
Aquolls,50,Aquolls
Xeralfs,170,Ochrepts
Xeralfs,170,Xeralfs
Aquolls,85,Saprists
Xerolls,85,Xerolls
Xererts,85,Ochrepts
Xerolls,85,Xerolls
Xeralfs,85,Xeralfs
Aquents,85,Xerolls
Fluvents,85,Xeralfs
Aquolls,85,Aquerts
Aquolls,85,Aquolls
Xeralfs,85,Xerolls
Xeralfs,85,Aquolls
Xerolls,85,Xeralfs
Fluvents,85,Xeralfs
Xerolls,85,Aquents
Xerolls,85,Ochrepts
Saprists,85,Saprists
Xerolls,85,Aquolls
Xeralfs,85,Xerolls
Aquolls,85,Aquents
Ochrepts,85,Ochrepts
Orthents,85,Xererts
Xerolls,85,Xerolls
Xerolls,85,Aquents
Orthents,85,Xerolls
Fluvents,85,Xerolls
Xerolls,85,Aquolls
Xerolls,85,Xerolls
Ochrepts,45,Xererts
Ochrepts,85,Xeralfs
Psamments,170,Xerolls
Psamments,170,Xerolls
Xerolls,85,Xererts
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Xererts,85,Xerolls
Xerolls,85,Aquolls
Saprists,85,Saprists
Xerolls,85,Xeralfs
Aquolls,85,Saprists
Xerolls,85,Arents
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Xerolls,85,Xerolls
Orthents,85,Xeralfs
Xerolls,85,Xererts
Xerolls,85,Xerolls
Aquolls,85,Saprists
Psamments,85,Xerolls
Saprists,85,Aquents
Ochrepts,45,Xeralfs
Xererts,85,Aquolls
Xeralfs,85,Xeralfs
Saprists,170,Saprists
Saprists,170,Saprists
Xererts,85,Xerolls
Xerolls,85,Arents
Saprists,85,Saprists
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Aquolls,85,Saprists
Xerolls,170,Aquents
Xerolls,170,Xeralfs
Psamments,85,Xeralfs
Aquolls,85,Saprists
Xererts,85,Aquepts
Ochrepts,45,Xeralfs
Aquents,85,Xeralfs
Xeralfs,595,Xerolls
Xeralfs,595,Xerolls
Xeralfs,595,Aquolls
Xeralfs,595,Aquolls
Xeralfs,595,Xeralfs
Xeralfs,595,Xeralfs
Xeralfs,595,Xerolls
Aquents,85,Xeralfs
Psamments,150,Xerolls
Psamments,150,Xerolls
Psamments,150,Xerolls
Saprists,85,Saprists
Xererts,170,Fluvents
Xererts,170,Xerolls
Ochrepts,45,Xererts
Xerolls,85,Xeralfs
Xeralfs,85,Xerolls
Xerolls,255,Xerolls
Xerolls,255,Xerolls
Xerolls,255,Aquolls
Xeralfs,85,Xeralfs
Xererts,425,Xerolls
Xererts,425,Xerolls
Xererts,425,Xeralfs
Xererts,425,Xerolls
Xererts,425,Xerolls
Xererts,150,Xerolls
Xererts,150,Xerolls
Xererts,150,Aquolls
Aquolls,85,Aquents
Xerolls,85,Xerolls
Xerolls,85,Aquents
Xererts,85,Xeralfs
Xerolls,85,Xerolls
Xeralfs,85,Xerolls
Aquolls,85,Xerolls
Aquents,85,Xerolls
Psamments,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xerolls,85,Xeralfs
Xererts,90,Xeralfs
Xeralfs,85,Xeralfs
Aquerts,85,Xeralfs
Orthents,90,Xeralfs
Xerolls,85,Albolls
Xererts,180,Xeralfs
Xererts,180,Xeralfs
Ochrepts,85,Xeralfs
Xerolls,255,Xerolls
Xerolls,255,Xeralfs
Xerolls,255,Xeralfs
Xererts,60,Xeralfs
Aquerts,85,Xeralfs
Aquolls,85,Aquolls
Xererts,90,Xeralfs
Hemists,85,Xeralfs
Xererts,60,Xeralfs
Aquolls,85,
Ochrepts,70,Xerolls
Xeralfs,60,Xeralfs
Saprists,85,Aquents
Xererts,85,Xeralfs
Ochrepts,420,Xerolls
Ochrepts,420,Xerolls
Ochrepts,420,Xerolls
Ochrepts,420,Xerolls
Ochrepts,420,Xerolls
Ochrepts,420,Xerolls
Ochrepts,85,Xeralfs
Aquepts,170,Xeralfs
Aquepts,170,Xeralfs
Aquolls,85,Aquerts
Aquents,85,Xererts
Aquepts,85,Aquents
Xererts,180,Xeralfs
Xererts,180,Xerolls
Saprists,85,Xererts
Xererts,85,Aquolls
Ochrepts,85,Xerolls
Xeralfs,60,Xeralfs
Xererts,85,Xerolls
Xeralfs,60,Xeralfs
Hemists,85,Xererts
Xererts,85,Xeralfs
Ochrepts,170,Xeralfs
Ochrepts,170,Xerepts
Xeralfs,85,Orthents
Xererts,85,Xererts
Xeralfs,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Ochrepts,340,Xerolls
Ochrepts,340,Xerolls
Ochrepts,340,Xeralfs
Ochrepts,340,Xeralfs
Xererts,60,Xererts
Aquents,85,Aquolls
Orthents,85,Xeralfs
Xeralfs,60,Xerolls
Xeralfs,60,Xeralfs
Xererts,85,Ochrepts
Xeralfs,120,Xeralfs
Xeralfs,120,Xerolls
Psamments,170,Aquolls
Psamments,170,Xeralfs
Orthents,255,Xeralfs
Orthents,255,Xerolls
Orthents,255,Xerolls
Xeralfs,60,Xererts
Xeralfs,60,Xererts
Aquepts,85,
Saprists,85,Xerolls
Aquepts,85,Aquents
Hemists,85,Xeralfs
Aquolls,85,Aquolls
Aquents,85,Aquents
Xeralfs,85,Xeralfs
Saprists,85,Xererts
Xeralfs,85,Xerolls
Xeralfs,60,Xeralfs
Aquents,86,Xeralfs
Xeralfs,90,Orthents
Aquolls,85,Saprists
Aquents,170,Xerolls
Aquents,170,Aquents
Xererts,540,Xerolls
Xererts,540,Xeralfs
Xererts,540,Xeralfs
Xererts,540,Xerolls
Xererts,540,Xeralfs
Xererts,540,Xeralfs
Xeralfs,60,Aquents
Xererts,170,Xeralfs
Xererts,170,Aquolls
Aquents,170,Xeralfs
Aquents,170,Xererts
Xererts,170,Xerolls
Xererts,170,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xererts
Xeralfs,85,Ochrepts
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Aquolls,85,Saprists
Xeralfs,90,Xeralfs
Aquepts,85,Xerolls
Xeralfs,85,Xeralfs
Aquents,85,Aquepts
Xererts,85,Xerolls
Saprists,85,Xeralfs
Xererts,85,Xerolls
Aquepts,85,Xeralfs
Ochrepts,85,Xerolls
Xeralfs,60,Xeralfs
Xererts,85,Xeralfs
Orthents,85,Xerepts
Xeralfs,85,Xeralfs
Fluvents,85,Aquolls
Saprists,85,Xeralfs
Ochrepts,85,Xeralfs
Xererts,120,Xeralfs
Xererts,120,Xerolls
Xeralfs,85,Xeralfs
Hemists,85,Xererts
Xeralfs,60,Xeralfs
Xererts,180,Xeralfs
Xererts,180,Xeralfs
Aquolls,85,Aquolls
Xeralfs,120,Xeralfs
Xeralfs,120,Xeralfs
Orthents,85,Xerepts
Xeralfs,60,Xerolls
Aquents,85,Xeralfs
Xeralfs,85,Xeralfs
Aquepts,90,
Xererts,85,Xerolls
Ochrepts,170,Xeralfs
Ochrepts,170,Xerolls
Xererts,85,Ochrepts
Xeralfs,85,Orthents
Xeralfs,85,Xeralfs
Xererts,255,Xerolls
Xererts,255,Aquolls
Xererts,255,Xeralfs
Xerolls,85,Xerolls
Xeralfs,60,Xeralfs
Aquolls,85,Aquolls
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Xeralfs,90,Xeralfs
Xererts,90,Xeralfs
Xererts,85,Xeralfs
Xeralfs,60,Xeralfs
Ochrepts,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Orthents,85,Xerolls
Xererts,85,Xererts
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,60,Xerolls
Xeralfs,60,Xeralfs
Xeralfs,85,Xeralfs
Aquents,86,Xererts
Xerolls,50,Xerolls
Aquolls,85,Fluvents
Xeralfs,60,Ustults
Xeralfs,85,Xeralfs
Aquents,86,Xerolls
Aquolls,85,Aquolls
Ochrepts,85,Xererts
Xeralfs,85,Xeralfs
Orthents,85,Xererts
Xeralfs,120,Xerolls
Xeralfs,120,Xererts
Aquepts,85,Xererts
Xeralfs,85,Xeralfs
Xeralfs,170,Xerolls
Xeralfs,170,Aquents
Orthents,85,Orthents
Xeralfs,60,Xeralfs
Aquerts,85,Xererts
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Ochrepts,85,Xeralfs
Aquerts,85,Aquolls
Xeralfs,90,Xeralfs
Xeralfs,85,Xererts
Orthents,680,Xerolls
Orthents,680,Xeralfs
Orthents,680,Xerolls
Orthents,680,Xerolls
Orthents,680,Xerolls
Orthents,680,Xeralfs
Orthents,680,Xeralfs
Orthents,680,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Ochrepts
Xeralfs,90,Xeralfs
Orthents,90,Orthents
Xererts,90,Xerolls
Xererts,85,Xeralfs
Xeralfs,85,Xererts
Aquents,85,Xeralfs
Orthents,85,Saprists
Saprists,85,Xeralfs
Aquents,85,Aquolls
Aquepts,85,Xerolls
Xeralfs,90,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xeralfs
Hemists,85,Xeralfs
Aquents,170,Xererts
Aquents,170,Xererts
Xererts,85,Aquerts
Orthents,85,Xerolls
Aquepts,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,60,Xeralfs
Xeralfs,85,Xeralfs
Xererts,170,Xererts
Xererts,170,Xererts
Xererts,90,Xeralfs
Xererts,680,Xeralfs
Xererts,680,Xererts
Xererts,680,Aquerts
Xererts,680,Aquerts
Xererts,680,Xererts
Xererts,680,Fluvents
Xererts,680,Aquolls
Xererts,680,Xeralfs
Xererts,90,Xerolls
Xererts,85,Xerolls
Xererts,85,Xererts
Aquerts,85,Xererts
Xererts,90,Xererts
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Xeralfs,255,Xeralfs
Aquents,85,Aquolls
Xeralfs,60,Xeralfs
Orthents,85,Xererts
Aquolls,85,
Aquolls,85,Saprists
Xeralfs,60,Ochrepts
Ochrepts,85,Xeralfs
Xererts,85,Xerolls
Tropepts,85,Ustalfs
Ochrepts,255,Xeralfs
Ochrepts,255,Ochrepts
Ochrepts,255,Xerolls
Xeralfs,85,Xeralfs
Ochrepts,70,Xeralfs
Xerults,85,Xerolls
Ochrepts,85,Ochrepts
Xerolls,85,Ustalfs
Humults,85,Humults
Ochrepts,85,Xerolls
Ochrepts,40,Xerolls
Xerults,85,Xeralfs
Ochrepts,50,Xerolls
Ochrepts,70,Xerolls
Ochrepts,85,Xeralfs
Ochrepts,85,Xerolls
Andepts,85,Xeralfs
Xerolls,85,Xerolls
Xeralfs,85,Ochrepts
Xeralfs,85,Xeralfs
Xerolls,60,Xeralfs
Ochrepts,85,Xerolls
Ochrepts,510,Xeralfs
Ochrepts,510,Xerolls
Ochrepts,510,Xerolls
Ochrepts,510,Xerolls
Ochrepts,510,Xerults
Ochrepts,510,Xeralfs
Xeralfs,85,Xeralfs
Andepts,85,Xeralfs
Xeralfs,85,Xerults
Xerolls,85,Xerolls
Ustults,85,Ustults
Ochrepts,85,Udalfs
Xeralfs,85,Ustalfs
Xerolls,85,Xerolls
Xerults,85,Xeralfs
Xerolls,85,Xerolls
Aquolls,85,Xeralfs
Ochrepts,85,Humults
Xerults,85,Xeralfs
Ustalfs,85,Ustalfs
Xerolls,85,Xerolls
Xerolls,85,Xeralfs
Ochrepts,85,Udolls
Humults,85,Humults
Xerolls,85,Xeralfs
Ochrepts,255,Xerolls
Ochrepts,255,Xerolls
Ochrepts,255,Xeralfs
Ochrepts,170,Xerolls
Ochrepts,170,Xeralfs
Aqualfs,255,Aquerts
Aqualfs,255,Ustalfs
Aqualfs,255,Ustalfs
Xerolls,90,Xeralfs
Xeralfs,85,Ochrepts
Xerolls,65,Xerolls
Xerolls,85,Ustults
Xeralfs,85,Xerolls
Xerults,85,Xeralfs
Ochrepts,85,Xerolls
Ochrepts,85,Xerolls
Ochrepts,100,Udalfs
Ochrepts,100,Humults
Xeralfs,85,Xeralfs
Ustults,85,Ustults
Xerults,85,Xerolls
Xerolls,85,Xeralfs
Ochrepts,85,Xerolls
Xerults,85,Xeralfs
Xerolls,85,Xeralfs
Xeralfs,85,Udults
Xerolls,85,Xerolls
Xeralfs,85,Xeralfs
Xeralfs,85,Xerolls
Ochrepts,85,Xerolls
Xerolls,85,Xerolls
Fluvents,85,Xeralfs
Humults,85,Humults
Xeralfs,85,Xerolls
Xeralfs,85,Xeralfs
Xerolls,85,Xeralfs
Xerolls,85,Xeralfs
Xeralfs,85,Xerolls
Ochrepts,85,Xeralfs
Xerolls,85,Xerolls
Ochrepts,50,Ustalfs
Xeralfs,85,Ustalfs
Ochrepts,65,Xeralfs
Ustalfs,85,Xeralfs
Ochrepts,75,Xeralfs
Xerolls,85,Xerolls
Ochrepts,50,Udalfs
Xeralfs,85,Ustalfs
Xerults,85,Xerolls
Xerolls,85,Xeralfs
Xeralfs,85,Ochrepts
Xerults,85,Xeralfs
Xeralfs,85,Ustults
Ustalfs,85,Ustalfs
Xeralfs,85,Xeralfs
Xerults,85,Xeralfs
Xeralfs,85,Ochrepts
Xerolls,85,Humults
Xerolls,85,Xerolls
Xeralfs,85,Xeralfs
Xerolls,85,Xeralfs
Xerolls,85,Xerults
Xerolls,85,Ochrepts
Ochrepts,65,Xerolls
Ustalfs,85,Ustalfs
Xerults,85,Xeralfs
Xererts,85,Xerolls
Andepts,85,Xeralfs
Xerolls,65,Xerolls
Ochrepts,90,Xeralfs
Xeralfs,85,Xerolls
Xeralfs,85,Ustalfs
Xerolls,85,Udalfs
Ochrepts,85,Xeralfs
Ustalfs,85,Xeralfs
Xerults,85,Xerolls
Ustults,85,Ustalfs
Ochrepts,50,Xeralfs
Ochrepts,85,Xerolls
Xerolls,85,Xeralfs
Ochrepts,50,Ustalfs
Aquerts,85,Ustalfs
Ochrepts,85,Ustalfs
Xeralfs,85,Xerolls
Xerults,85,Xerolls
Orthents,85,Xerolls
Ochrepts,85,Xerolls
Ochrepts,70,Udults
Xerolls,85,Xerolls
Xerults,85,Xerolls
Xerults,85,Xerolls
Xerolls,85,Xerolls
Xererts,85,Xeralfs
Ochrepts,85,Xerolls
Xerolls,85,Xeralfs
Xerults,85,Xerolls
Ochrepts,85,Xeralfs
Xererts,85,Xererts
Xerolls,85,Ochrepts
Ochrepts,85,Xerolls
Ochrepts,50,Xerolls
Xerolls,85,Xeralfs
Xerolls,85,Humults
Xerults,85,Xererts
Ochrepts,85,Udepts
Ochrepts,85,Xerolls
Ustalfs,85,Xererts
Orthents,85,Xeralfs
Xerults,85,Xerolls
Ochrepts,85,Humults
Xeralfs,85,Xerolls
Ochrepts,85,Xerolls
Xerolls,85,Xerolls
Ochrepts,85,Xerolls
Xerolls,85,Ustalfs
Xerolls,85,Xerolls
Xererts,85,Xererts
Ochrepts,85,Xeralfs
Xeralfs,85,Xererts
Ustults,85,Ustults
Ustults,85,Xeralfs
Xerolls,85,Albolls
Ustults,85,Xeralfs
Xerults,85,Ochrepts
Xerults,85,Xerolls
Aqualfs,85,Xeralfs
Xeralfs,85,Ochrepts
Ochrepts,340,Humults
Ochrepts,340,Xerolls
Ochrepts,340,Udalfs
Ochrepts,340,Ustalfs
Xerolls,85,Ochrepts
Ustults,85,Xeralfs
Fluvents,85,Xeralfs
Xerolls,85,Ochrepts
Fluvents,85,Xerolls
Xererts,85,Xererts
Xerolls,85,Xerolls
Humults,45,Xerults
Xeralfs,85,Xeralfs
Ochrepts,90,Xererts
Xeralfs,85,Xerolls
Aquents,85,Xeralfs
Xererts,85,Xerolls
Xerolls,85,Xeralfs
Ochrepts,85,Xerolls
Xerolls,85,Xerolls
Ochrepts,50,Xeralfs
Andepts,85,Xeralfs
Ustults,85,Udalfs
Humults,95,Humults
Xeralfs,85,Ustalfs
Xerolls,85,Xeralfs
Fluvents,85,Ustalfs
Xerolls,85,Xeralfs
Xeralfs,85,Xeralfs
Xeralfs,85,Xerepts
Ochrepts,85,Xeralfs
Xerolls,85,Xerolls
Xeralfs,85,Ustalfs
Aquents,85,Aquents
Xerults,85,Ochrepts
Xererts,85,Xeralfs
Xerolls,85,Xerolls
Xeralfs,85,Xeralfs
Xerults,85,Humults
Ochrepts,85,Humults
Xerults,85,Xerolls
Ustalfs,85,Ustalfs
Xerolls,85,Xerolls
Xerolls,85,Xerolls
Xeralfs,85,Xererts
Xerolls,170,Xeralfs
Xerolls,170,Xerolls
Ustults,85,Ustults
Ustults,85,Ustults
Xeralfs,85,Xerolls
Xerolls,85,Xeralfs
Xerults,85,Xeralfs
Xerolls,85,Xeralfs
Xerolls,85,Ustalfs
Ochrepts,85,Xerolls
Xererts,85,Ustalfs
Xeralfs,85,Xerolls
Ochrepts,50,Xeralfs
Xerolls,85,Xerolls
Ustults,85,Ustalfs
